Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0421014Z,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège des Collines,6 rue Ferdinand Buisson,,42800 RIVE DE GIER,42800,42186,Rive-de-Gier,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 77 75 05 60,04 77 83 86 81,www.scolaire-collines.com/,ce.0421014z@ac-lyon.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,557.0,0.0,77633613300017,http://geolocalisation.onisep.fr/moncollege/42-loire/rive-de-gier/college/college-des-collines.html,,826172.2,6493093.5,EPSG:2154,,45.52569730984517,4.616461904447909,"45.525697309845164,4.616461904447909",Numéro de rue,1974-07-20,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0761737A,Collège,Public,SANS OBJET,Collège Denis Diderot,2 rue de l'Esplanade,BP 62,76140 PETIT QUEVILLY,76140,76498,Le Petit-Quevilly,76,Seine-Maritime,21,Rouen,28,Normandie,,,0.0,0.0,0.0,02 35 62 04 96,02 35 63 99 95,,ce.0761737a@ac-rouen.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,331.0,0.0,19761737600011,http://geolocalisation.onisep.fr/moncollege/76-seine-maritime/le-petit-quevilly/college/college-denis-diderot.html,REP,559113.5,6926412.9,EPSG:2154,Circonscription d'inspection du 1er degré de Maromme,49.42158540796852,1.0586284827858308,"49.42158540796852,1.0586284827858308",Numéro de rue,1969-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0761745J,Collège,Public,SANS OBJET,Collège Camille Claudel,41C rue de Bammeville,,76000 ROUEN,76000,76540,Rouen,76,Seine-Maritime,21,Rouen,28,Normandie,,,0.0,0.0,0.0,02 32 18 57 00,02 32 18 57 01,,ce.0761745j@ac-rouen.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,441.0,0.0,19761745900023,http://geolocalisation.onisep.fr/moncollege/76-seine-maritime/rouen/college/college-camille-claudel.html,REP,561349.9,6927215.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Centre,49.42928741250463,1.0891656628493005,"49.42928741250463,1.0891656628493005",Numéro de rue,1969-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0761746K,Collège,Public,SANS OBJET,Collège Jean Zay,1 rue du 11 Novembre,BP 11,76770 HOULME,76770,76366,Le Houlme,76,Seine-Maritime,21,Rouen,28,Normandie,,,0.0,0.0,0.0,02 32 82 81 50,02 32 82 81 59,,ce.0761746k@ac-rouen.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,470.0,1.0,19761746700018,http://geolocalisation.onisep.fr/moncollege/76-seine-maritime/le-houlme/college/college-jean-zay.html,,557405.6,6937447.4,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.5203496926095,1.0313136706822537,"49.5203496926095,1.0313136706822537",Numéro de rue,1969-05-21,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0382974B,Lycée,Privé,HORS CONTRAT,Sup2i,9 rue général Ferrié,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 76 86 67 50,04 76 86 67 51,www.sup2i.com,contact@sup2i.com,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38768417800057,http://geolocalisation.onisep.fr/38-isere/grenoble/lycee/sup2i.html,,913269.3,6457374.7,EPSG:2154,,45.18266977663803,5.715873579648146,"45.18266977663803,5.715873579648146",Numéro de rue,1990-09-06,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,306,LYCEE POLYVALENT
0351796M,Collège,Public,SANS OBJET,Collège Emile Zola,2 avenue Janvier,CS 54444,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 79 23 00,02 99 79 45 87,,Ce.0351796m@ac-rennes.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,577.0,0.0,19351796800015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-emile-zola.html,,352381.2,6788762.4,EPSG:2154,,48.106629422819154,-1.6731696810760333,"48.106629422819154,-1.6731696810760333",Rue,1973-03-20,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0350024L,Lycée,Public,SANS OBJET,Lycée Emile Zola,2 avenue Janvier,CS 54444,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1.0,0.0,0.0,02 99 79 23 00,02 99 79 69 88,pharouest.ac-rennes.fr/e350024L,Ce.0350024l@ac-rennes.fr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1086.0,0.0,19350024600015,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-emile-zola.html,,352381.2,6788762.4,EPSG:2154,,48.106629422819154,-1.6731696810760333,"48.106629422819154,-1.6731696810760333",Rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,302,LYCEE D ENSEIGNEMENT GENERAL
0352541X,Collège,Public,SANS OBJET,Collège Théodore Monod,Chemin de Seiche,BP 67129,35770 VERN SUR SEICHE,35770,35352,Vern-sur-Seiche,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 23 27 07 50,02 23 27 07 60,pharouest.ac-rennes.fr/e352541X,ce.0352541x@ac-rennes.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,1.0,19352472500010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/vern-sur-seiche/college/college-theodore-monod.html,,356621.5,6781395.0,EPSG:2154,,48.04268888855317,-1.6105197686960293,"48.04268888855317,-1.6105197686960293",Numéro de rue,2000-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0352319F,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Gabriel,59 avenue le Brix,BP 14237,35740 PACE,35740,35210,Pacé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 60 21 00,02 99 60 20 28,www.stgabriel-pace.org,ce.0352319F@ac-rennes.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,982.0,0.0,38502751100018,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/pace/college/college-saint-gabriel.html,,345330.6,6794398.1,EPSG:2154,,48.15345842814038,-1.772298749426294,"48.15345842814038,-1.772298749426294",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0761690Z,Collège,Public,SANS OBJET,Collège Jean Texcier,6 rue du Docteur Laennec,,76120 GRAND QUEVILLY,76120,76322,Le Grand-Quevilly,76,Seine-Maritime,21,Rouen,28,Normandie,,,0.0,0.0,0.0,02 35 69 57 67,02 35 69 78 56,ac-rouen.fr/colleges/texcier/home.htm,0761690z@ac-rouen.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,19761690700014,http://geolocalisation.onisep.fr/moncollege/76-seine-maritime/le-grand-quevilly/college/college-jean-texcier.html,,559320.4,6924657.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grand-Quevilly,49.40586056055949,1.062071785519009,"49.40586056055949,1.062071785519009",Numéro de rue,1968-05-02,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0341001D,Lycée,Public,SANS OBJET,Lycée professionnel agricole Honoré de Balzac,Avenue de la Galine,BP 47,34170 CASTELNAU LE LEZ,34170,34057,Castelnau-le-Lez,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,1.0,1.0,04 99 58 36 58,04 99 58 36 59,www.hdebalzac.educagri.fr,lpa.castelnau-le-lez@educagri.fr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,19341001600011,http://geolocalisation.onisep.fr/34-herault/castelnau-le-lez/lycee-agricole/lycee-professionnel-agricole-honore-de-balzac.html,,772616.6,6281699.2,EPSG:2154,,43.63061710215271,3.8995632643131817,"43.63061710215271,3.8995632643131817",Numéro de rue,1969-02-17,2019-09-11,OUVERT,AGRICULTURE,0,0.0,,320,LYCEE PROFESSIONNEL
0341975M,Lycée,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,Section générale et technologique privée Turgot,Rue P.Flourens,,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,1.0,0.0,04 67 10 42 00,04 67 10 42 01,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,http://geolocalisation.onisep.fr/34-herault/montpellier/lycee/section-generale-et-technologique-privee-turgot.html,,767230.0,6282415.6,EPSG:2154,,43.6375944729252,3.832933650662604,"43.637594472925194,3.832933650662604",Numéro de rue,1996-01-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,335,SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE
0341278E,Collège,Public,SANS OBJET,Collège Arthur Rimbaud,Rue Marius Petipa,,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,0.0,04 67 75 43 90,04 67 75 61 17,,ce.0341278e@ac-montpellier.fr,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,648.0,1.0,19341278000010,http://geolocalisation.onisep.fr/moncollege/34-herault/montpellier/college/college-arthur-rimbaud.html,REP+,766338.3,6280081.4,EPSG:2154,,43.616677004255614,3.821586015380678,"43.616677004255614,3.821586015380678",Numéro de rue,1972-03-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0350836U,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Sainte Geneviève,14 rue Guinguene,BP 90616,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 65 10 08,02 99 31 93 28,www.ste-genevieve.org,ce.0350836U@ac-rennes.fr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,301.0,0.0,77774552200022,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-sainte-genevieve.html,,351418.3,6787976.4,EPSG:2154,,48.0990558432828,-1.6854577237133008,"48.0990558432828,-1.6854577237133008",Numéro de rue,1968-03-28,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0341421K,Collège,Public,SANS OBJET,Collège Joffre,Allée Henri II de Montmorency,,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,0.0,04 67 15 95 40,04 67 64 47 61,etab.ac-montpellier.fr/0341421k,ce.0341421k@ac-montpellier.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1076.0,1.0,19341421600013,http://geolocalisation.onisep.fr/moncollege/34-herault/montpellier/college/college-joffre.html,,771605.4,6279593.0,EPSG:2154,,43.61177012607828,3.8867447437489777,"43.61177012607828,3.8867447437489777",Numéro de rue,1976-02-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0340043M,Lycée,Public,SANS OBJET,Lycée professionnel Mendès France,rue du mas des Brousses,BP 11103,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,1.0,04 67 13 35 00,04 67 07 37 35,www.lmpmf.fr,ce.0340043m@ac-montpellier.fr,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1134.0,1.0,19340043900025,http://geolocalisation.onisep.fr/34-herault/montpellier/lycee/lycee-professionnel-mendes-france.html,,774168.6,6278056.5,EPSG:2154,,43.59768252136448,3.918262743228437,"43.59768252136448,3.9182627432284374",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,320,LYCEE PROFESSIONNEL
0350031U,Lycée,Public,SANS OBJET,Lycée professionnel Jean Jaurès,24 rue Victor Rault,BP 80533,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,1.0,02 99 65 15 66,02 99 30 05 16,www.lp-jean-jaures-rennes.ac-rennes.fr,ce.0350031u@ac-rennes.fr,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,1.0,19350031100017,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-professionnel-jean-jaures.html,,351157.8,6787175.0,EPSG:2154,,48.09171804696783,-1.6883121853264558,"48.09171804696783,-1.6883121853264558",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,320,LYCEE PROFESSIONNEL
0380032D,Lycée,Public,SANS OBJET,Lycée Emmanuel Mounier,6 avenue Marcelin Berthelot,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,,,1.0,1.0,0.0,04 76 86 64 32,04 76 87 70 64,www.ac-grenoble.fr/mounier,Ce.0380032D@ac-grenoble.fr,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,672.0,1.0,19380032300019,http://geolocalisation.onisep.fr/38-isere/grenoble/lycee/lycee-emmanuel-mounier.html,,914416.4,6457073.0,EPSG:2154,,45.17959871283828,5.730336897057165,"45.17959871283828,5.730336897057165",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0382431L,Collège,Public,SANS OBJET,Collège Marc Sangnier,1 rue Joseph Moutin,,38180 SEYSSINS,38180,38486,Seyssins,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 76 21 17 32,04 76 49 24 47,www.ac-grenoble.fr/college/seyssins,Ce.0382431L@ac-grenoble.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,507.0,1.0,19382431500017,http://geolocalisation.onisep.fr/moncollege/38-isere/seyssins/college/college-marc-sangnier.html,,911314.3,6455313.6,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 3,45.16472466980351,5.690103184803797,"45.16472466980351,5.690103184803797",Numéro de rue,1978-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0382492C,Collège,Public,SANS OBJET,Collège les Buclos,53 bis boulevard des Alpes,BP 107,38240 MEYLAN,38240,38229,Meylan,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 76 90 47 45,04 76 41 96 94,www.ac-grenoble.fr/college/buclos/_site/guppy,Ce.0382492C@ac-grenoble.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,308.0,1.0,19382492700019,http://geolocalisation.onisep.fr/moncollege/38-isere/meylan/college/college-les-buclos.html,,917949.9,6460036.9,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.205160748199305,5.776621634326819,"45.205160748199305,5.776621634326819",Numéro de rue,1978-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0382268J,Collège,Public,SANS OBJET,Collège la Moulinière,route de Grenoble,,38420 DOMENE,38420,38150,Domène,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 76 77 11 08,04 76 77 13 09,www.ac-grenoble.fr/college/domene,Ce.0382268J@ac-grenoble.fr,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,1.0,19382268100014,http://geolocalisation.onisep.fr/moncollege/38-isere/domene/college/college-la-mouliniere.html,,921925.9,6459199.8,EPSG:2154,Circonscription d'inspection du 1er degré du Haut-Grésivaudan,45.19635806973897,5.8268502688252966,"45.19635806973897,5.8268502688252966",Numéro de rue,1976-02-17,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0352030S,Collège,Public,SANS OBJET,Collège Morvan Lebesque,34 avenue Beausejour,BP 116,35310 MORDELLES,35310,35196,Mordelles,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 60 53 53,02 99 60 06 14,pharouest.ac-rennes.fr/e352030S,Ce.0352030s@ac-rennes.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,687.0,1.0,19352030100014,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/mordelles/college/college-morvan-lebesque.html,,339746.2,6785751.0,EPSG:2154,,48.07273530878959,-1.840130398044565,"48.07273530878959,-1.840130398044565",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0760087G,Lycée,Public,SANS OBJET,Lycée professionnel Jean-Baptiste Colbert,197 avenue des Alliés,BP 41,76140 PETIT QUEVILLY,76140,76498,Le Petit-Quevilly,76,Seine-Maritime,21,Rouen,28,Normandie,,,0.0,0.0,1.0,02 35 72 69 11,02 35 73 72 87,lycees.ac-rouen.fr/colbert/,ce.0760087g@ac-rouen.fr,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,19760087700017,http://geolocalisation.onisep.fr/76-seine-maritime/le-petit-quevilly/lycee/lycee-professionnel-jean-baptiste-colbert.html,,558729.2,6926419.4,EPSG:2154,,49.4215587822757,1.053332884841358,"49.4215587822757,1.053332884841358",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,320,LYCEE PROFESSIONNEL
0350895H,Collège,Public,SANS OBJET,Collège Montbarrot Malifeu,11 rue du Bourbonnais,BP 61638,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 59 19 89,02 99 59 33 81,,Ce.0350895H@ac-rennes.fr,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,615.0,1.0,19350895900015,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-montbarrot-malifeu.html,REP,349393.8,6790562.5,EPSG:2154,,48.1212018513474,-1.7146786496809414,"48.1212018513474,-1.7146786496809414",Numéro de rue,1968-07-09,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0352009U,Lycée,Public,SANS OBJET,Lycée Victor et Hélène Basch,15 avenue Charles Tillon,BP 18316,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,1.0,1.0,0.0,02 99 54 44 43,02 99 54 82 30,pharouest.ac-rennes.fr/e352009U,ce.0352009u@ac-rennes.fr,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1337.0,1.0,19352009500012,http://geolocalisation.onisep.fr/35-ille-et-vilaine/rennes/lycee/lycee-victor-et-helene-basch.html,,351311.6,6791047.4,EPSG:2154,,48.12658444099332,-1.6893371058355775,"48.12658444099332,-1.6893371058355775",Numéro de rue,1978-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0421058X,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Sainte-Stéphanie,4 avenue Jean Delande,,42330 SAINT GALMIER,42330,42222,Saint-Galmier,42,Loire,10,Lyon,84,Auvergne-Rhône-Alpes,,,0.0,0.0,0.0,04 77 54 00 56,04 77 52 54 76,www.collegeste-stephanie.fr/,ce.0421058x@ac-lyon.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,0.0,77640172100043,http://geolocalisation.onisep.fr/moncollege/42-loire/saint-galmier/college/college-sainte-stephanie.html,,802632.9,6500139.6,EPSG:2154,,45.593071050766056,4.316453971721262,"45.593071050766056,4.316453971721262",Numéro de rue,1977-09-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0350781J,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Notre-Dame du Vieux cours,19 boulevard de la Liberté,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 79 62 84,02 99 78 25 07,,ce.0350781J@ac-rennes.fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,434.0,0.0,77774967200047,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/rennes/college/college-notre-dame-du-vieux-cours.html,,351922.3,6788777.7,EPSG:2154,,48.10652245282876,-1.679336596694381,"48.106522452828756,-1.679336596694381",Numéro de rue,1968-03-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0341939Y,Lycée,Public,SANS OBJET,Section d'enseignement professionnel Georges Pompidou,351 avenue de Lattre de Tassigny,BP 71,34170 CASTELNAU LE LEZ,34170,34057,Castelnau-le-Lez,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,1.0,04 67 02 99 10,04 67 02 99 32,www.lycee-pompidou-34.fr,ce.0341939y@ac-montpellier.fr,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,http://geolocalisation.onisep.fr/34-herault/castelnau-le-lez/lycee/section-d-enseignement-professionnel-georges-pompidou.html,,774212.7,6283651.2,EPSG:2154,,43.64801436791865,3.919615343126986,"43.64801436791865,3.9196153431269862",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0340053Y,Collège,Public,SANS OBJET,Collège Croix d'Argent,361 rue de l'Arnel,,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,0.0,04 67 42 94 15,04 67 69 92 56,,ce.0340053y@ac-montpellier.fr,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,651.0,0.0,19340053800016,http://geolocalisation.onisep.fr/moncollege/34-herault/montpellier/college/college-croix-d-argent.html,,770014.7,6277169.4,EPSG:2154,,43.59012369105823,3.866718060240052,"43.59012369105823,3.8667180602400517",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0340883A,Collège,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Collège Saint-Roch,2958 avenue des Moulins,,34000 MONTPELLIER,34000,34172,Montpellier,34,Hérault,11,Montpellier,76,Occitanie,,,0.0,0.0,0.0,04 67 75 46 41,04 67 75 12 85,,college.stroch@wanadoo.fr,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,77605701000014,http://geolocalisation.onisep.fr/moncollege/34-herault/montpellier/college/college-saint-roch.html,,767020.7,6280149.9,EPSG:2154,,43.61722910231156,3.8300456952485593,"43.61722910231156,3.8300456952485593",Numéro de rue,1967-02-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
0350002M,Collège,Public,SANS OBJET,Collège Pierre Brossolette,18 rue Théodore Botrel,BP 17112,35170 BRUZ,35170,35047,Bruz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,,,0.0,0.0,0.0,02 99 05 88 88,02 99 05 88 89,,Ce.0350002m@ac-rennes.fr,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,774.0,1.0,19350002200010,http://geolocalisation.onisep.fr/moncollege/35-ille-et-vilaine/bruz/college/college-pierre-brossolette.html,,346537.3,6779580.2,EPSG:2154,,48.021014037438114,-1.7441363214952637,"48.021014037438114,-1.7441363214952637",Numéro de rue,1965-05-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,340,COLLEGE
